---------------------------------------------------------------------------
Morphalou3.1 : Lexique morphologique ouvert du français – Ce fichier contient uniquement les Adverbes
4 157 lemmes et 4 167 formes fléchies de catégorie Adverbes (sur un total de 159 271 lemmes et 976 570 formes fléchies, toutes catégories confondues)
Le maintien et la mise à jour du lexique sont assurés par l'ATILF CNRS. (44 avenue de la Libération 54000 Nancy)
Morphalou3 est distribué sous licence LGPL-LR.
Version de 6/2016
Morphalou3 est le résultat de la fusion de 5 lexiques :
	- Morphalou2 (décembre 2013) : http://www.cnrtl.fr/lexiques/morphalou/
	- DELA (décembre 2011) : http://infolingu.univ-mlv.fr/
	- Dicollecte (4.3) : http://dicollecte.org/home.php?prj=fr
	- Lefff (2.1) : http://www.labri.fr/perso/clement/lefff/
	- LGLex et LGLexLefff (3.4) : http://infolingu.univ-mlv.fr/
Ce travail a été réalisé par Marie TONNELIER dans le cadre du projet Ortolang. (ORTOLANG bénéficie d'une aide de l’Etat au titre du programme « Investissements d’avenir » ANR–11–EQPX–0032)
---------------------------------------------------------------------------
LEMME;;;;;;;;;FLEXION;;;;;;;;
GRAPHIE;ID;CATÉGORIE;SOUS CATÉGORIE;LOCUTION;GENRE;AUTRES LEMMES LIÉS;PHONÉTIQUE;ORIGINES;GRAPHIE;ID;NOMBRE;MODE;GENRE;TEMPS;PERSONNE;PHONÉTIQUE;ORIGINES
inharmoniquement;76926;Adverbe;;;-;;i n a R m O n i k @ m a~ OU i n a R m O/ n i k @ m a~ ;morphalou2 dela lglex;inharmoniquement;944458;-;-;-;-;-;;dela lglex
inhospitalièrement;76933;Adverbe;;;-;;i n O s p i t a l j E R @ m a~ OU i n O/ s p i t a l j E/ R @ m a~ ;morphalou2 dela lglex;inhospitalièrement;944475;-;-;-;-;-;;dela lglex
inimaginablement;76934;Adverbe;;;-;;i n i m a Z i n a b l @ m a~;morphalou2 dela dicollecte lglex;inimaginablement;842178;-;-;-;-;-;;dela dicollecte lglex
inimitablement;76936;Adverbe;;;-;;i n i m i t a b l @ m a~;morphalou2 dela dicollecte lglex;inimitablement;848575;-;-;-;-;-;;dela dicollecte lglex
inoffensivement;76959;Adverbe;;;-;;i n O f a~ s i v @ m a~ OU i n O/ f a~ s i v @ m a~ ;morphalou2 dela lglex;inoffensivement;944649;-;-;-;-;-;;dela lglex
inoubliablement;76965;Adverbe;;;-;;i n u b l i j a b l @ m a~;morphalou2 dela dicollecte lglex;inoubliablement;840871;-;-;-;-;-;;dela dicollecte lglex
inquisitorialement;76981;Adverbe;;;-;;e~ k i z i t O R j a l @ m a~ OU e~ k i z i t O/ R j a l @ m a~ ;morphalou2 dela lglex;inquisitorialement;944746;-;-;-;-;-;;dela lglex
insalubrement;76987;Adverbe;;;-;;e~ s a l y b R @ m a~;morphalou2 dela lglex;insalubrement;944784;-;-;-;-;-;;dela lglex
insciemment;76991;Adverbe;;;-;;e~ s j a m a~;morphalou2 dela lglex;insciemment;944814;-;-;-;-;-;;dela lglex
insensément;76998;Adverbe;;;-;;e~ s a~ s e m a~ OU e~ s a~ s E/ m a~ ;morphalou2 dela dicollecte lglex;insensément;848261;-;-;-;-;-;;dela dicollecte lglex
inséparément;77003;Adverbe;;;-;;e~ s e p a R e m a~ OU e~ s E/ p a R E/ m a~ ;morphalou2;inséparément;1024845;-;-;-;-;-;e~ s e p a R e m a~ OU e~ s E/ p a R E/ m a~ ;
insinuamment;77005;Adverbe;;;-;;e~ s i n y a m a~;morphalou2;insinuamment;1024847;-;-;-;-;-;e~ s i n y a m a~;
insipidement;77006;Adverbe;;;-;;e~ s i p i d @ m a~;morphalou2 dela lglex;insipidement;944870;-;-;-;-;-;;dela lglex
insondablement;77017;Adverbe;;;-;;e~ s o~ d a b l @ m a~;morphalou2 dela lglex;insondablement;944909;-;-;-;-;-;;dela lglex
insouciamment;77020;Adverbe;;;-;;e~ s u s j a m a~;morphalou2 dela dicollecte lglex;insouciamment;839985;-;-;-;-;-;;dela dicollecte lglex
insoucieusement;77021;Adverbe;;;-;;e~ s u s j 9 z @ m a~ OU e~ s u s j 6 z @ m a~ ;morphalou2 dela dicollecte lglex;insoucieusement;838194;-;-;-;-;-;;dela dicollecte lglex
insoupçonnablement;77023;Adverbe;;;-;;e~ s u p s O n a b l @ m a~ OU e~ s u p s O/ n a b l @ m a~ ;morphalou2 dela lglex;insoupçonnablement;944938;-;-;-;-;-;;dela lglex
institutionnellement;77047;Adverbe;;;-;;e~ s t i t y s j O n E l @ m a~ OU e~ s t i t y s j O/ n E/ l @ m a~ ;morphalou2 dela dicollecte lglex;institutionnellement;823952;-;-;-;-;-;;dela dicollecte lglex
instructivement;77049;Adverbe;;;-;;e~ s t R y k t i v @ m a~;morphalou2 dela dicollecte lglex;instructivement;853701;-;-;-;-;-;;dela dicollecte lglex
insurmontablement;77068;Adverbe;;;-;;e~ s y R m o~ t a b l @ m a~;morphalou2 dela lglex;insurmontablement;945071;-;-;-;-;-;;dela lglex
intègrement;77077;Adverbe;;;-;;e~ t E g R @ m a~ OU e~ t E/ g R @ m a~ ;morphalou2 dela lglex;intègrement;946374;-;-;-;-;-;;dela lglex
intemporellement;77082;Adverbe;;;-;;e~ t a~ p O R E l @ m a~ OU e~ t a~ p O/ R E/ l @ m a~ ;morphalou2 dela lglex;intemporellement;945145;-;-;-;-;-;;dela lglex
intermittemment;77160;Adverbe;;;-;;e~ t E R m i t a m a~;morphalou2;intermittemment;1024931;-;-;-;-;-;e~ t E R m i t a m a~;
interprofessionnellement;77172;Adverbe;;;-;;e~ t E R p R O f e s j O n E l @ m a~ OU e~ t E R p R O/ f E/ s j O/ n E/ l @ m a~ ;morphalou2 dela lglex;interprofessionnellement;945682;-;-;-;-;-;;dela lglex
intestinement;77207;Adverbe;;;-;;e~ t E s t i n @ m a~;morphalou2;intestinement;1024957;-;-;-;-;-;e~ t E s t i n @ m a~;
intraitablement;77240;Adverbe;;;-;;e~ t R E t a b l @ m a~ OU e~ t R E/ t a b l @ m a~ ;morphalou2 dela lglex;intraitablement;946112;-;-;-;-;-;;dela lglex
intra-muros;77252;Adverbe;;;-;;e~ t R a m y R o s;morphalou2 dicollecte lefff;intra-muros;847017;-;-;-;-;-;;dicollecte lefff
intransitivement;77254;Adverbe;;;-;;e~ t R a~ z i t i v @ m a~;morphalou2 dela dicollecte lglex lefff;intransitivement;838135;-;-;-;-;-;;dela dicollecte lglex lefff
introspectivement;77297;Adverbe;;;-;;e~ t R O s p E k t i v @ m a~ OU e~ t R O/ s p E k t i v @ m a~ ;morphalou2 dela lglex;introspectivement;946337;-;-;-;-;-;;dela lglex
invalidement;77314;Adverbe;;;-;;e~ v a l i d @ m a~;morphalou2 dela lglex;invalidement;946442;-;-;-;-;-;;dela lglex
irasciblement;77368;Adverbe;;;-;;i R a s i b l @ m a~;morphalou2 dela lglex;irasciblement;946862;-;-;-;-;-;;dela lglex
iroquoisement;77390;Adverbe;;;-;;i R O k w a z @ m a~ OU i R O/ k w a z @ m a~ ;morphalou2;iroquoisement;1025064;-;-;-;-;-;i R O k w a z @ m a~ OU i R O/ k w a z @ m a~ ;
irraisonnablement;77394;Adverbe;;;-;;i R E z O n a b l @ m a~ OU i R E/ z O/ n a b l @ m a~ ;morphalou2 dela dicollecte lglex;irraisonnablement;852220;-;-;-;-;-;;dela dicollecte lglex
irrationnellement;77397;Adverbe;;;-;;i R a s j O n E l @ m a~ OU i R a s j O/ n E/ l @ m a~ ;morphalou2 dela dicollecte lglex lefff;irrationnellement;832954;-;-;-;-;-;;dela dicollecte lglex lefff
irréconciliablement;77401;Adverbe;;;-;;i R e k o~ s i l j a b l @ m a~ OU i R E/ k o~ s i l j a b l @ m a~ ;morphalou2 dela lglex;irréconciliablement;947076;-;-;-;-;-;;dela lglex
irréellement;77405;Adverbe;;;-;;i R e E l @ m a~ OU i R E/ E/ l @ m a~ ;morphalou2 dela dicollecte lglex lefff;irréellement;842656;-;-;-;-;-;;dela dicollecte lglex lefff
irréfragablement;77407;Adverbe;;;-;;i R e f R a g a b l @ m a~ OU i R E/ f R a g a b l @ m a~ ;morphalou2 dela lglex;irréfragablement;947112;-;-;-;-;-;;dela lglex
irréligieusement;77409;Adverbe;;;-;;i R e l i Z j 9 z @ m a~ OU i R E/ l i Z j 6 z @ m a~ ;morphalou2 dela lglex;irréligieusement;947134;-;-;-;-;-;;dela lglex
irrépressiblement;77411;Adverbe;;;-;;i R e p R e s i b l @ m a~ OU i R E/ p R E/ s i b l @ m a~ ;morphalou2 dela dicollecte lglex;irrépressiblement;840365;-;-;-;-;-;;dela dicollecte lglex
irrévéremment;77414;Adverbe;;;-;;i R e v e R a m a~ OU i R E/ v E/ R a m a~ ;morphalou2 dela dicollecte lglex;irrévéremment;851313;-;-;-;-;-;;dela dicollecte lglex
italiennement;77470;Adverbe;;;-;;i t a l j E n @ m a~ OU i t a l j E/ n @ m a~ ;morphalou2;italiennement;1025105;-;-;-;-;-;i t a l j E n @ m a~ OU i t a l j E/ n @ m a~ ;
jà;77479;Adverbe;;;-;;Z a;morphalou2;jà;1025111;-;-;-;-;-;Z a;
jésuitement;77596;Adverbe;;;-;;Z e z H i t @ m a~ OU Z E/ z H i t @ m a~ ;morphalou2 dela lglex;jésuitement;948809;-;-;-;-;-;;dela lglex
jobardement;77610;Adverbe;;;-;;Z O b a R d @ m a~ OU Z O/ b a R d @ m a~ ;morphalou2 dela lglex;jobardement;948361;-;-;-;-;-;;dela lglex
jointivement;77618;Adverbe;;;-;;Z w e~ t i v @ m a~;morphalou2 dela dicollecte lglex;jointivement;842041;-;-;-;-;-;;dela dicollecte lglex
journalistiquement;77637;Adverbe;;;-;;Z u R n a l i s t i k @ m a~;morphalou2 dela lglex;journalistiquement;948494;-;-;-;-;-;;dela lglex
juvénilement;77720;Adverbe;;;-;;Z y v e n i l @ m a~ OU Z y v E/ n i l @ m a~ ;morphalou2 dela lglex;juvénilement;948755;-;-;-;-;-;;dela lglex
juxtalinéairement;77723;Adverbe;;;-;;Z y k s t a l i n e E R @ m a~ OU Z y k s t a l i n E/ E/ R @ m a~ ;morphalou2 dela lglex;juxtalinéairement;948771;-;-;-;-;-;;dela lglex
kaléidoscopiquement;77733;Adverbe;;;-;;k a l e i d O s k O p i k @ m a~ OU k a l E/ i d O/ s k O/ p i k @ m a~ ;morphalou2 dela lglex;kaléidoscopiquement;948897;-;-;-;-;-;;dela lglex
kilométriquement;77786;Adverbe;;;-;;k i l O m e t R i k @ m a~ OU k i l O/ m E/ t R i k @ m a~ ;morphalou2 dela lglex;kilométriquement;949118;-;-;-;-;-;;dela lglex
là-bas;77819;Adverbe;;;-;;l a b a;morphalou2 dela dicollecte lefff;là-bas;825786;-;-;-;-;-;;dela dicollecte lefff
lactiquement;77861;Adverbe;;;-;;l a k t i k @ m a~;morphalou2 dela lglex;lactiquement;949693;-;-;-;-;-;;dela lglex
ladrement;77883;Adverbe;;;-;;l a d R @ m a~;morphalou2 dela lglex;ladrement;949778;-;-;-;-;-;;dela lglex
laïquement;77891;Adverbe;;;-;;l a i k @ m a~;morphalou2 dela lglex;laïquement;950643;-;-;-;-;-;;dela lglex
laiteusement;77903;Adverbe;;;-;;l E t 9 z @ m a~ OU l E/ t 6 z @ m a~ ;morphalou2 dela lglex;laiteusement;949849;-;-;-;-;-;;dela lglex
lamartinement;77910;Adverbe;;;-;;l a m a R t i n @ m a~;morphalou2;lamartinement;1025355;-;-;-;-;-;l a m a R t i n @ m a~;
lascivement;78026;Adverbe;;;-;;l a s i v @ m a~;morphalou2 dela dicollecte lglex lefff;lascivement;837575;-;-;-;-;-;;dela dicollecte lglex lefff
lassement;78029;Adverbe;;;-;;l a s @ m a~;morphalou2 dela lglex;lassement;950365;-;-;-;-;-;;dela lglex
latinement;78044;Adverbe;;;-;;l a t i n @ m a~;morphalou2 dela lglex;latinement;950407;-;-;-;-;-;;dela lglex
latinément;78045;Adverbe;;;-;;l a t i n e m a~ OU l a t i n E/ m a~ ;morphalou2;latinément;1025437;-;-;-;-;-;l a t i n e m a~ OU l a t i n E/ m a~ ;
légendairement;78103;Adverbe;;;-;;l e Z a~ d E R @ m a~ OU l E/ Z a~ d E/ R @ m a~ ;morphalou2 dela lglex;légendairement;953610;-;-;-;-;-;;dela lglex
législativement;78109;Adverbe;;;-;;l e Z i s l a t i v @ m a~ OU l E/ Z i s l a t i v @ m a~ ;morphalou2 dela dicollecte lglex lefff;législativement;824895;-;-;-;-;-;;dela dicollecte lglex lefff
léthargiquement;78195;Adverbe;;;-;;l e t a R Z i k @ m a~ OU l E/ t a R Z i k @ m a~ ;morphalou2 dela lglex;léthargiquement;953772;-;-;-;-;-;;dela lglex
libertinement;78256;Adverbe;;;-;;l i b E R t i n @ m a~;morphalou2 dela lglex;libertinement;951270;-;-;-;-;-;;dela lglex
licencieusement;78278;Adverbe;;;-;;l i s a~ s j 9 z @ m a~ OU l i s a~ s j 6 z @ m a~ ;morphalou2 dela lglex;licencieusement;951331;-;-;-;-;-;;dela lglex
lilialement;78308;Adverbe;;;-;;l i l j a l @ m a~;morphalou2;lilialement;1025574;-;-;-;-;-;l i l j a l @ m a~;
liminairement;78316;Adverbe;;;-;;l i m i n E R @ m a~ OU l i m i n E/ R @ m a~ ;morphalou2 dela lglex;liminairement;951531;-;-;-;-;-;;dela lglex
linguistiquement;78346;Adverbe;;;-;;l e~ g H i s t i k @ m a~;morphalou2 dela dicollecte lglex lefff;linguistiquement;823008;-;-;-;-;-;;dela dicollecte lglex lefff
liquidement;78375;Adverbe;;;-;;l i k i d @ m a~;morphalou2 dela lglex;liquidement;951980;-;-;-;-;-;;dela lglex
liquoreusement;78376;Adverbe;;;-;;l i k O R 9 z @ m a~ OU l i k O/ R 6 z @ m a~ ;morphalou2;liquoreusement;1025601;-;-;-;-;-;l i k O R 9 z @ m a~ OU l i k O/ R 6 z @ m a~ ;
liturgiquement;78415;Adverbe;;;-;;l i t y R Z i k @ m a~;morphalou2 dela dicollecte lglex;liturgiquement;835854;-;-;-;-;-;;dela dicollecte lglex
lividement;78416;Adverbe;;;-;;l i v i d @ m a~;morphalou2 dela lglex;lividement;952245;-;-;-;-;-;;dela lglex
livresquement;78423;Adverbe;;;-;;l i v R E s k @ m a~;morphalou2 dela lglex;livresquement;952260;-;-;-;-;-;;dela lglex
logarithmiquement;78459;Adverbe;;;-;;l O g a R i t m i k @ m a~ OU l O/ g a R i t m i k @ m a~ ;morphalou2 dela lglex;logarithmiquement;952431;-;-;-;-;-;;dela lglex
logicalement;78461;Adverbe;;;-;;l O Z i k a l @ m a~ OU l O/ Z i k a l @ m a~ ;morphalou2;logicalement;1025650;-;-;-;-;-;l O Z i k a l @ m a~ OU l O/ Z i k a l @ m a~ ;
loisiblement;78494;Adverbe;;;-;;l w a z i b l @ m a~;morphalou2 dela lglex;loisiblement;952530;-;-;-;-;-;;dela lglex
longue;78527;Adverbe;;;-;;l o~ g @;morphalou2;longue;1025686;-;-;-;-;-;l o~ g @;
loquacement;78544;Adverbe;;;-;;l O k a s @ m a~ OU l O/ k a s @ m a~ ;morphalou2 dela lglex;loquacement;952686;-;-;-;-;-;;dela lglex
louablement;78557;Adverbe;;;-;;l u a b l @ m a~;morphalou2 dela dicollecte lglex;louablement;836690;-;-;-;-;-;;dela dicollecte lglex
louangeusement;78559;Adverbe;;;-;;l u a~ Z 9 z @ m a~ OU l u a~ Z 6 z @ m a~ ;morphalou2 dela lglex;louangeusement;952770;-;-;-;-;-;;dela lglex
louisphilippement;78571;Adverbe;;;-;;l w i f i l i p @ m a~;morphalou2;louisphilippement;1025710;-;-;-;-;-;l w i f i l i p @ m a~;
lubriquement;78598;Adverbe;;;-;;l y b R i k @ m a~;morphalou2 dela dicollecte lglex lefff;lubriquement;848199;-;-;-;-;-;;dela dicollecte lglex lefff
lucrativement;78605;Adverbe;;;-;;l y k R a t i v @ m a~;morphalou2 dela dicollecte lglex lefff;lucrativement;838118;-;-;-;-;-;;dela dicollecte lglex lefff
lunairement;78615;Adverbe;;;-;;l y n E R @ m a~ OU l y n E/ R @ m a~ ;morphalou2 dela lglex;lunairement;952990;-;-;-;-;-;;dela lglex
lustralement;78633;Adverbe;;;-;;l y s t R a l @ m a~;morphalou2 dela lglex;lustralement;953065;-;-;-;-;-;;dela lglex
luxurieusement;78643;Adverbe;;;-;;l y k s y R j 9 z @ m a~ OU l y k s y R j 6 z @ m a~ ;morphalou2 dela lglex;luxurieusement;953159;-;-;-;-;-;;dela lglex
lymphatiquement;78651;Adverbe;;;-;;l e~ f a t i k @ m a~;morphalou2 dela lglex;lymphatiquement;953289;-;-;-;-;-;;dela lglex
lyriquement;78679;Adverbe;;;-;;l i R i k @ m a~;morphalou2 dela dicollecte lglex lefff;lyriquement;830190;-;-;-;-;-;;dela dicollecte lglex lefff
macabrement;78700;Adverbe;;;-;;m a k a b R @ m a~;morphalou2 dela lglex;macabrement;953834;-;-;-;-;-;;dela lglex
machiavéliquement;78715;Adverbe;;;-;;m a k j a v e l i k @ m a~ OU m a k j a v E/ l i k @ m a~ ;morphalou2 dela dicollecte lglex;machiavéliquement;836277;-;-;-;-;-;;dela dicollecte lglex
macroscopiquement;78761;Adverbe;;;-;;m a k R O s k O p i k @ m a~ OU m a k R O/ s k O/ p i k @ m a~ ;morphalou2 dela dicollecte lglex lefff;macroscopiquement;826814;-;-;-;-;-;;dela dicollecte lglex lefff
mahométiquement;78843;Adverbe;;;-;;m a O m e t i k @ m a~ OU m a O/ m E/ t i k @ m a~ ;morphalou2;mahométiquement;1025851;-;-;-;-;-;m a O m e t i k @ m a~ OU m a O/ m E/ t i k @ m a~ ;
maléficieusement;78882;Adverbe;;;-;;m a l e f i s j 9 z @ m a~ OU m a l E/ f i s j 6 z @ m a~ ;morphalou2;maléficieusement;1025877;-;-;-;-;-;m a l e f i s j 9 z @ m a~ OU m a l E/ f i s j 6 z @ m a~ ;
maléfiquement;78883;Adverbe;;;-;;m a l e f i k @ m a~ OU m a l E/ f i k @ m a~ ;morphalou2 dela lglex;maléfiquement;954858;-;-;-;-;-;;dela lglex
malement;78885;Adverbe;;;-;;m a l @ m a~;morphalou2;malement;1025878;-;-;-;-;-;m a l @ m a~;
mâlement;78886;Adverbe;;;-;;m a l @ m a~;morphalou2;mâlement;1025879;-;-;-;-;-;m a l @ m a~;
malsainement;78913;Adverbe;;;-;;m a l s E n @ m a~ OU m a l s E/ n @ m a~ ;morphalou2 dela lglex;malsainement;954818;-;-;-;-;-;;dela lglex
malveillamment;78920;Adverbe;;;-;;m a l v E j a m a~ OU m a l v E/ j a m a~ ;morphalou2 dela lglex;malveillamment;954842;-;-;-;-;-;;dela lglex
maniaquement;78974;Adverbe;;;-;;m a n j a k @ m a~;morphalou2 dela dicollecte lglex;maniaquement;843616;-;-;-;-;-;;dela dicollecte lglex
marginalement;79024;Adverbe;;;-;;m a R Z i n a l @ m a~;morphalou2 dela dicollecte lglex lefff;marginalement;824508;-;-;-;-;-;;dela dicollecte lglex lefff
marmiteusement;79051;Adverbe;;;-;;m a R m i t 9 z @ m a~ OU m a R m i t 6 z @ m a~ ;morphalou2 dela lglex;marmiteusement;955428;-;-;-;-;-;;dela lglex
martialement;79070;Adverbe;;;-;;m a R s j a l @ m a~;morphalou2 dela dicollecte lglex lefff;martialement;840316;-;-;-;-;-;;dela dicollecte lglex lefff
masculinement;79092;Adverbe;;;-;;m a s k y l i n @ m a~;morphalou2 dela lglex;masculinement;955616;-;-;-;-;-;;dela lglex
matérialistement;79137;Adverbe;;;-;;m a t e R j a l i s t @ m a~ OU m a t E/ R j a l i s t @ m a~ ;morphalou2 dela lglex;matérialistement;955867;-;-;-;-;-;;dela lglex
matinalement;79142;Adverbe;;;-;;m a t i n a l @ m a~;morphalou2 dela dicollecte lglex lefff;matinalement;847869;-;-;-;-;-;;dela dicollecte lglex lefff
matoisement;79144;Adverbe;;;-;;m a t w a z @ m a~;morphalou2 dela lglex;matoisement;955799;-;-;-;-;-;;dela lglex
matrimonialement;79152;Adverbe;;;-;;m a t R i m O n j a l @ m a~ OU m a t R i m O/ n j a l @ m a~ ;morphalou2 dela dicollecte lglex lefff;matrimonialement;845904;-;-;-;-;-;;dela dicollecte lglex lefff
matutinalement;79160;Adverbe;;;-;;m a t y t i n a l @ m a~;morphalou2;matutinalement;1026038;-;-;-;-;-;m a t y t i n a l @ m a~;
maupiteusement;79165;Adverbe;;;-;;m o p i t 9 z @ m a~ OU m O/ p i t 6 z @ m a~ ;morphalou2 dela lglex;maupiteusement;955900;-;-;-;-;-;;dela lglex
mauresquement;79166;Adverbe;;;-;;m O R E s k @ m a~ OU m O/ R E s k @ m a~ ;morphalou2 dela lglex;mauresquement;955913;-;-;-;-;-;;dela lglex
mécanographiquement;79226;Adverbe;;;-;;m e k a n O g R a f i k @ m a~ OU m E/ k a n O/ g R a f i k @ m a~ ;morphalou2 dela lglex;mécanographiquement;961517;-;-;-;-;-;;dela lglex
médicinalement;79252;Adverbe;;;-;;m e d i s i n a l @ m a~ OU m E/ d i s i n a l @ m a~ ;morphalou2 dela lglex;médicinalement;961632;-;-;-;-;-;;dela lglex
médico-légalement;79258;Adverbe;;;-;;m e d i k o l e g a l @ m a~ OU m E/ d i k o l E/ g a l @ m a~ ;morphalou2;médico-légalement;1026108;-;-;-;-;-;m e d i k o l e g a l @ m a~ OU m E/ d i k o l E/ g a l @ m a~ ;
méditativement;79293;Adverbe;;;-;;m e d i t a t i v @ m a~ OU m E/ d i t a t i v @ m a~ ;morphalou2 dela dicollecte lglex;méditativement;845755;-;-;-;-;-;;dela dicollecte lglex
mélancolieusement;79348;Adverbe;;;-;;m e l a~ k O l j 9 z @ m a~ OU m E/ l a~ k O/ l j 6 z @ m a~ ;morphalou2;mélancolieusement;1026160;-;-;-;-;-;m e l a~ k O l j 9 z @ m a~ OU m E/ l a~ k O/ l j 6 z @ m a~ ;
mélodiquement;79401;Adverbe;;;-;;m e l O d i k @ m a~ OU m E/ l O/ d i k @ m a~ ;morphalou2 dela dicollecte lglex lefff;mélodiquement;833937;-;-;-;-;-;;dela dicollecte lglex lefff
mélodramatiquement;79403;Adverbe;;;-;;m e l O d R a m a t i k @ m a~ OU m E/ l O/ d R a m a t i k @ m a~ ;morphalou2 dela lglex;mélodramatiquement;962177;-;-;-;-;-;;dela lglex
mémorablement;79431;Adverbe;;;-;;m e m O R a b l @ m a~ OU m E/ m O/ R a b l @ m a~ ;morphalou2 dela dicollecte lglex;mémorablement;849720;-;-;-;-;-;;dela dicollecte lglex
menaçamment;79435;Adverbe;;;-;;m @ n a s a m a~;morphalou2;menaçamment;1026213;-;-;-;-;-;m @ n a s a m a~;
mensongèrement;79474;Adverbe;;;-;;m a~ s o~ Z E R @ m a~ OU m a~ s o~ Z E/ R @ m a~ ;morphalou2 dela dicollecte lglex lefff;mensongèrement;827790;-;-;-;-;-;;dela dicollecte lglex lefff
menteusement;79480;Adverbe;;;-;;m a~ t 9 z @ m a~ OU m a~ t 6 z @ m a~ ;morphalou2 dela lglex;menteusement;956217;-;-;-;-;-;;dela lglex
méphistophéliquement;79491;Adverbe;;;-;;m e f i s t O f e l i k @ m a~ OU m E/ f i s t O/ f E/ l i k @ m a~ ;morphalou2 dela lglex;méphistophéliquement;962340;-;-;-;-;-;;dela lglex
méprisablement;79496;Adverbe;;;-;;m e p R i z a b l @ m a~ OU m E/ p R i z a b l @ m a~ ;morphalou2 dela lglex;méprisablement;962352;-;-;-;-;-;;dela lglex
mercenairement;79498;Adverbe;;;-;;m E R s @ n E R @ m a~ OU m E R s @ n E/ R @ m a~ ;morphalou2;mercenairement;1026253;-;-;-;-;-;m E R s @ n E R @ m a~ OU m E R s @ n E/ R @ m a~ ;
méridionalement;79508;Adverbe;;;-;;m e R i d j O n a l @ m a~ OU m E/ R i d j O/ n a l @ m a~ ;morphalou2 dela lglex;méridionalement;962364;-;-;-;-;-;;dela lglex
méritoirement;79511;Adverbe;;;-;;m e R i t w a R @ m a~ OU m E/ R i t w a R @ m a~ ;morphalou2 dela dicollecte lglex;méritoirement;837184;-;-;-;-;-;;dela dicollecte lglex
métaboliquement;79605;Adverbe;;;-;;m e t a b O l i k @ m a~ OU m E/ t a b O/ l i k @ m a~ ;morphalou2 dela lglex;métaboliquement;962774;-;-;-;-;-;;dela lglex
métamériquement;79667;Adverbe;;;-;;m e t a m e R i k @ m a~ OU m E/ t a m E/ R i k @ m a~ ;morphalou2;métamériquement;1026352;-;-;-;-;-;m e t a m e R i k @ m a~ OU m E/ t a m E/ R i k @ m a~ ;
météorologiquement;79738;Adverbe;;;-;;m e t e O R O l O Z i k @ m a~ OU m E/ t E/ O/ R O/ l O/ Z i k @ m a~ ;morphalou2 dela lglex;météorologiquement;963423;-;-;-;-;-;;dela lglex
méthodologiquement;79749;Adverbe;;;-;;m e t O d O l O Z i k @ m a~ OU m E/ t O/ d O/ l O/ Z i k @ m a~ ;morphalou2 dela dicollecte lglex lefff;méthodologiquement;825023;-;-;-;-;-;;dela dicollecte lglex lefff
métonymiquement;79769;Adverbe;;;-;;m e t O n i m i k @ m a~ OU m E/ t O/ n i m i k @ m a~ ;morphalou2 dela lglex;métonymiquement;963330;-;-;-;-;-;;dela lglex
métronomiquement;79776;Adverbe;;;-;;m e t R O n O m i k @ m a~ OU m E/ t R O/ n O/ m i k @ m a~ ;morphalou2;métronomiquement;1026412;-;-;-;-;-;m e t R O n O m i k @ m a~ OU m E/ t R O/ n O/ m i k @ m a~ ;
meurtrièrement;79789;Adverbe;;;-;;m 9 R t R i j E R @ m a~ OU m 9 R t R i j E/ R @ m a~ ;morphalou2;meurtrièrement;1026421;-;-;-;-;-;m 9 R t R i j E R @ m a~ OU m 9 R t R i j E/ R @ m a~ ;
micrométriquement;79876;Adverbe;;;-;;m i k R O m e t R i k @ m a~ OU m i k R O/ m E/ t R i k @ m a~ ;morphalou2 dela lglex;micrométriquement;956920;-;-;-;-;-;;dela lglex
microscopiquement;79902;Adverbe;;;-;;m i k R O s k O p i k @ m a~ OU m i k R O/ s k O/ p i k @ m a~ ;morphalou2 dela dicollecte lglex;microscopiquement;831161;-;-;-;-;-;;dela dicollecte lglex
mièvrement;79927;Adverbe;;;-;;m j E v R @ m a~ OU m j E/ v R @ m a~ ;morphalou2 dela dicollecte lglex lefff;mièvrement;854533;-;-;-;-;-;;dela dicollecte lglex lefff
millionnairement;79965;Adverbe;;;-;;m i l j O n E R @ m a~;morphalou2;millionnairement;1026520;-;-;-;-;-;m i l j O n E R @ m a~;
mimétiquement;79976;Adverbe;;;-;;m i m e t i k @ m a~ OU m i m E/ t i k @ m a~ ;morphalou2 dela lglex lefff;mimétiquement;957423;-;-;-;-;-;;dela lglex lefff
minablement;79985;Adverbe;;;-;;m i n a b l @ m a~;morphalou2 dela dicollecte lglex lefff;minablement;848109;-;-;-;-;-;;dela dicollecte lglex lefff
minaudièrement;79988;Adverbe;;;-;;m i n o d j E R @ m a~ OU m i n O/ d j E/ R @ m a~ ;morphalou2;minaudièrement;1026534;-;-;-;-;-;m i n o d j E R @ m a~ OU m i n O/ d j E/ R @ m a~ ;
mincement;79990;Adverbe;;;-;;m e~ s @ m a~;morphalou2 dela lglex;mincement;957444;-;-;-;-;-;;dela lglex
minéralogiquement;79996;Adverbe;;;-;;m i n e R a l O Z i k @ m a~ OU m i n E/ R a l O/ Z i k @ m a~ ;morphalou2 dela dicollecte lglex;minéralogiquement;834361;-;-;-;-;-;;dela dicollecte lglex
minimement;80023;Adverbe;;;-;;m i n i m @ m a~;morphalou2 dela dicollecte lglex;minimement;855918;-;-;-;-;-;;dela dicollecte lglex
