---------------------------------------------------------------------------
Morphalou3.1 : Lexique morphologique ouvert du français – Ce fichier contient uniquement les Adverbes
4 157 lemmes et 4 167 formes fléchies de catégorie Adverbes (sur un total de 159 271 lemmes et 976 570 formes fléchies, toutes catégories confondues)
Le maintien et la mise à jour du lexique sont assurés par l'ATILF CNRS. (44 avenue de la Libération 54000 Nancy)
Morphalou3 est distribué sous licence LGPL-LR.
Version de 6/2016
Morphalou3 est le résultat de la fusion de 5 lexiques :
	- Morphalou2 (décembre 2013) : http://www.cnrtl.fr/lexiques/morphalou/
	- DELA (décembre 2011) : http://infolingu.univ-mlv.fr/
	- Dicollecte (4.3) : http://dicollecte.org/home.php?prj=fr
	- Lefff (2.1) : http://www.labri.fr/perso/clement/lefff/
	- LGLex et LGLexLefff (3.4) : http://infolingu.univ-mlv.fr/
Ce travail a été réalisé par Marie TONNELIER dans le cadre du projet Ortolang. (ORTOLANG bénéficie d'une aide de l’Etat au titre du programme « Investissements d’avenir » ANR–11–EQPX–0032)
---------------------------------------------------------------------------
LEMME;;;;;;;;;FLEXION;;;;;;;;
GRAPHIE;ID;CATÉGORIE;SOUS CATÉGORIE;LOCUTION;GENRE;AUTRES LEMMES LIÉS;PHONÉTIQUE;ORIGINES;GRAPHIE;ID;NOMBRE;MODE;GENRE;TEMPS;PERSONNE;PHONÉTIQUE;ORIGINES
généalogiquement;73952;Adverbe;;;-;;Z e n e a l O Z i k @ m a~ OU Z E/ n E/ a l O/ Z i k @ m a~ ;morphalou2 dela dicollecte lglex lefff;généalogiquement;831441;-;-;-;-;-;;dela dicollecte lglex lefff
génériquement;73959;Adverbe;;;-;;Z e n e R i k @ m a~ OU Z E/ n E/ R i k @ m a~ ;morphalou2 dela dicollecte lglex;génériquement;826272;-;-;-;-;-;;dela dicollecte lglex
génitalement;73970;Adverbe;;;-;;Z e n i t a l @ m a~ OU Z E/ n i t a l @ m a~ ;morphalou2 dela dicollecte lglex;génitalement;843636;-;-;-;-;-;;dela dicollecte lglex
génotypiquement;73973;Adverbe;;;-;;Z e n O t i p i k @ m a~ OU Z E/ n O/ t i p i k @ m a~ ;morphalou2;génotypiquement;1023227;-;-;-;-;-;Z e n O t i p i k @ m a~ OU Z E/ n O/ t i p i k @ m a~ ;
géodésiquement;74000;Adverbe;;;-;;Z e O d e z i k @ m a~ OU Z E/ O/ d E/ z i k @ m a~ ;morphalou2 dela dicollecte lglex;géodésiquement;845778;-;-;-;-;-;;dela dicollecte lglex
gigantesquement;74109;Adverbe;;;-;;Z i g a~ t E s k @ m a~;morphalou2 dela dicollecte lglex lefff;gigantesquement;843804;-;-;-;-;-;;dela dicollecte lglex lefff
giratoirement;74135;Adverbe;;;-;;Z i R a t w a R @ m a~;morphalou2 dela lglex;giratoirement;930030;-;-;-;-;-;;dela lglex
glaciairement;74163;Adverbe;;;-;;g l a s j E R @ m a~ OU g l a s j E/ R @ m a~ ;morphalou2;glaciairement;1023343;-;-;-;-;-;g l a s j E R @ m a~ OU g l a s j E/ R @ m a~ ;
glacialement;74165;Adverbe;;;-;;g l a s j a l @ m a~;morphalou2 dela dicollecte lglex lefff;glacialement;844918;-;-;-;-;-;;dela dicollecte lglex lefff
glaireusement;74170;Adverbe;;;-;;g l E R 9 z @ m a~ OU g l E/ R 6 z @ m a~ ;morphalou2 dela lglex;glaireusement;930122;-;-;-;-;-;;dela lglex
glandulairement;74177;Adverbe;;;-;;g l a~ d y l E R @ m a~ OU g l a~ d y l E/ R @ m a~ ;morphalou2 dela lglex;glandulairement;930148;-;-;-;-;-;;dela lglex
glauquement;74183;Adverbe;;;-;;g l o k @ m a~ OU g l O/ k @ m a~ ;morphalou2 dela dicollecte lglex;glauquement;870419;-;-;-;-;-;;dela dicollecte lglex
gnoséologiquement;74323;Adverbe;;;-;;g n O z e O l O Z i k @ m a~ OU g n O/ z E/ O/ l O/ Z i k @ m a~ ;morphalou2 dela lglex;gnoséologiquement;930770;-;-;-;-;-;;dela lglex
gnostiquement;74325;Adverbe;;;-;;g n O s t i k @ m a~ OU g n O/ s t i k @ m a~ ;morphalou2 dela lglex;gnostiquement;930764;-;-;-;-;-;;dela lglex
goguenardement;74356;Adverbe;;;-;;g O g @ n a R d @ m a~ OU g O/ g @ n a R d @ m a~ ;morphalou2 dela lglex;goguenardement;930834;-;-;-;-;-;;dela lglex
goujatement;74438;Adverbe;;;-;;g u Z a t @ m a~;morphalou2 dela lglex;goujatement;931154;-;-;-;-;-;;dela lglex
gourmandement;74459;Adverbe;;;-;;g u R m a~ d @ m a~;morphalou2 dela lglex;gourmandement;931200;-;-;-;-;-;;dela lglex
goutteusement;74478;Adverbe;;;-;;g u t 9 z @ m a~ OU g u t 6 z @ m a~ ;morphalou2 dela lglex;goutteusement;931211;-;-;-;-;-;;dela lglex
gouvernementalement;74485;Adverbe;;;-;;g u v E R n @ m a~ t a l @ m a~;morphalou2 dela lglex;gouvernementalement;931222;-;-;-;-;-;;dela lglex
gracilement;74495;Adverbe;;;-;;g R a s i l @ m a~;morphalou2 dela lglex;gracilement;931272;-;-;-;-;-;;dela lglex
grammatiquement;74510;Adverbe;;;-;;g R a m a t i k @ m a~;morphalou2;grammatiquement;1023543;-;-;-;-;-;g R a m a t i k @ m a~;
grandiosement;74524;Adverbe;;;-;;g R a~ d j O z @ m a~ OU g R a~ d j O/ z @ m a~ ;morphalou2 dela dicollecte lglex lefff;grandiosement;835803;-;-;-;-;-;;dela dicollecte lglex lefff
graphiquement;74557;Adverbe;;;-;;g R a f i k @ m a~;morphalou2 dela dicollecte lglex lefff;graphiquement;821650;-;-;-;-;-;;dela dicollecte lglex lefff
gratis pro deo;74592;Adverbe;;;-;;g R a t i s p R o d e o;morphalou2;gratis pro deo;1023577;-;-;-;-;-;g R a t i s p R o d e o;
graveleusement;74605;Adverbe;;;-;;g R a v @ l 9 z @ m a~ OU g R a v @ l 6 z @ m a~ ;morphalou2 dela lglex;graveleusement;931669;-;-;-;-;-;;dela lglex
grêlement;74642;Adverbe;;;-;;g R E l @ m a~ OU g R E/ l @ m a~ ;morphalou2;grêlement;1023603;-;-;-;-;-;g R E l @ m a~ OU g R E/ l @ m a~ ;
grincheusement;74708;Adverbe;;;-;;g R e~ S 9 z @ m a~ OU g R e~ S 6 z @ m a~ ;morphalou2 dela lglex;grincheusement;931879;-;-;-;-;-;;dela lglex
grivoisement;74735;Adverbe;;;-;;g R i v w a z @ m a~;morphalou2 dela dicollecte lglex lefff;grivoisement;854524;-;-;-;-;-;;dela dicollecte lglex lefff
grossement;74760;Adverbe;;;-;;g R o s @ m a~ OU g R O/ s @ m a~ ;morphalou2 dela lglex lefff;grossement;931995;-;-;-;-;-;;dela lglex lefff
grosso-modo;74765;Adverbe;;;-;;g R O s o m O d o OU g R O/ s o m O/ d o ;morphalou2;grosso-modo;1023679;-;-;-;-;-;g R O s o m O d o OU g R O/ s o m O/ d o ;
grotesquement;74767;Adverbe;;;-;;g R O t E s k @ m a~ OU g R O/ t E s k @ m a~ ;morphalou2 dela dicollecte lglex lefff;grotesquement;827721;-;-;-;-;-;;dela dicollecte lglex lefff
gueusement;74812;Adverbe;;;-;;g 9 z @ m a~ OU g 6 z @ m a~ ;morphalou2;gueusement;1023704;-;-;-;-;-;g 9 z @ m a~ OU g 6 z @ m a~ ;
guillerettement;74839;Adverbe;;;-;;g i j @ R E t @ m a~ OU g i j @ R E/ t @ m a~ ;morphalou2 dela lglex;guillerettement;932230;-;-;-;-;-;;dela lglex
gyroscopiquement;74906;Adverbe;;;-;;Z i R O s k O p i k @ m a~ OU Z i R O/ s k O/ p i k @ m a~ ;morphalou2 dela lglex;gyroscopiquement;932499;-;-;-;-;-;;dela lglex
haute;75034;Adverbe;;;-;;o t @;morphalou2;haute;1023829;-;-;-;-;-;o t @;
hébraïquement;75053;Adverbe;;;-;;e b R a i k @ m a~ OU E/ b R a i k @ m a~ ;morphalou2 dela dicollecte lglex;hébraïquement;871146;-;-;-;-;-;;dela dicollecte lglex
héliaquement;75067;Adverbe;;;-;;e l j a k @ m a~ OU E/ l j a k @ m a~ ;morphalou2 dela lglex;héliaquement;939160;-;-;-;-;-;;dela lglex
héraldiquement;75201;Adverbe;;;-;;e R a l d i k @ m a~ OU E/ R a l d i k @ m a~ ;morphalou2 dela dicollecte lglex;héraldiquement;845810;-;-;-;-;-;;dela dicollecte lglex
hétéroclitement;75274;Adverbe;;;-;;e t e R O k l i t @ m a~ OU E/ t E/ R O/ k l i t @ m a~ ;morphalou2 dela lglex;hétéroclitement;940411;-;-;-;-;-;;dela lglex
hiéroglyphiquement;75391;Adverbe;;;-;;j e R O g l i f i k @ m a~ OU j E/ R O/ g l i f i k @ m a~ ;morphalou2 dela lglex;hiéroglyphiquement;934953;-;-;-;-;-;;dela lglex
hollandaisement;75526;Adverbe;;;-;;O l a~ d E z @ m a~ OU O/ l a~ d E/ z @ m a~ ;morphalou2;hollandaisement;1024092;-;-;-;-;-;O l a~ d E z @ m a~ OU O/ l a~ d E/ z @ m a~ ;
hommement;75605;Adverbe;;;-;;O m @ m a~ OU O/ m @ m a~ ;morphalou2;hommement;1024142;-;-;-;-;-;O m @ m a~ OU O/ m @ m a~ ;
homothétiquement;75660;Adverbe;;;-;;O m O t e t i k @ m a~ OU O/ m O/ t E/ t i k @ m a~ ;morphalou2 dela lglex;homothétiquement;935495;-;-;-;-;-;;dela lglex
honorifiquement;75675;Adverbe;;;-;;O n O R i f i k @ m a~ OU O/ n O/ R i f i k @ m a~ ;morphalou2 dela lglex;honorifiquement;935637;-;-;-;-;-;;dela lglex
horrifiquement;75700;Adverbe;;;-;;O R i f i k @ m a~ OU O/ R i f i k @ m a~ ;morphalou2;horrifiquement;1024185;-;-;-;-;-;O R i f i k @ m a~ OU O/ R i f i k @ m a~ ;
hospitalièrement;75717;Adverbe;;;-;;O s p i t a l j E R @ m a~ OU O/ s p i t a l j E/ R @ m a~ ;morphalou2 dela lglex;hospitalièrement;935810;-;-;-;-;-;;dela lglex
houleusement;75731;Adverbe;;;-;;u l 9 z @ m a~ OU u l 6 z @ m a~ ;morphalou2 dela lglex;houleusement;935846;-;-;-;-;-;;dela lglex
huileusement;75749;Adverbe;;;-;;H i l 9 z @ m a~ OU H i l 6 z @ m a~ ;morphalou2 dela lglex;huileusement;935905;-;-;-;-;-;;dela lglex
humanitairement;75757;Adverbe;;;-;;y m a n i t E R @ m a~ OU y m a n i t E/ R @ m a~ ;morphalou2 dela lglex;humanitairement;935954;-;-;-;-;-;;dela lglex
humidement;75773;Adverbe;;;-;;y m i d @ m a~;morphalou2 dela lglex;humidement;935984;-;-;-;-;-;;dela lglex
humoristiquement;75781;Adverbe;;;-;;y m O R i s t i k @ m a~ OU y m O/ R i s t i k @ m a~ ;morphalou2 dela lglex;humoristiquement;936014;-;-;-;-;-;;dela lglex
humoureusement;75783;Adverbe;;;-;;y m u R 9 z @ m a~ OU y m u R 6 z @ m a~ ;morphalou2 dela lglex;humoureusement;936017;-;-;-;-;-;;dela lglex
hypostatiquement;76228;Adverbe;;;-;;i p O s t a t i k @ m a~ OU i p O/ s t a t i k @ m a~ ;morphalou2 dela lglex;hypostatiquement;938733;-;-;-;-;-;;dela lglex
hypothécairement;76233;Adverbe;;;-;;i p O t e k E R @ m a~ OU i p O/ t E/ k E/ R @ m a~ ;morphalou2 dela lglex lefff;hypothécairement;938829;-;-;-;-;-;;dela lglex lefff
icicaille;76328;Adverbe;;;-;;i s i k a j @;morphalou2;icicaille;1024475;-;-;-;-;-;i s i k a j @;
icigo;76329;Adverbe;;;-;;i s i g o;morphalou2;icigo;1024476;-;-;-;-;-;i s i g o;
icite;76330;Adverbe;;;-;;i s i t @;morphalou2;icite;1024477;-;-;-;-;-;i s i t @;
icitte;76331;Adverbe;;;-;;i s i t @;morphalou2;icitte;1024478;-;-;-;-;-;i s i t @;
idéellement;76362;Adverbe;;;-;;i d e E l @ m a~ OU i d E/ E/ l @ m a~ ;morphalou2 dela lglex;idéellement;941197;-;-;-;-;-;;dela lglex
idéologiquement;76371;Adverbe;;;-;;i d e O l O Z i k @ m a~ OU i d E/ O/ l O/ Z i k @ m a~ ;morphalou2 dela dicollecte lglex lefff;idéologiquement;821664;-;-;-;-;-;;dela dicollecte lglex lefff
idolâtrement;76394;Adverbe;;;-;;i d O l a t R @ m a~ OU i d O/ l a t R @ m a~ ;morphalou2 dela lglex lefff;idolâtrement;941148;-;-;-;-;-;;dela lglex lefff
idylliquement;76397;Adverbe;;;-;;i d i l i k @ m a~;morphalou2 dela lglex;idylliquement;941173;-;-;-;-;-;;dela lglex
illustrement;76430;Adverbe;;;-;;i l y s t R @ m a~;morphalou2 dela dicollecte lglex;illustrement;855212;-;-;-;-;-;;dela dicollecte lglex
imaginairement;76438;Adverbe;;;-;;i m a Z i n E R @ m a~ OU i m a Z i n E/ R @ m a~ ;morphalou2 dela dicollecte lglex;imaginairement;825569;-;-;-;-;-;;dela dicollecte lglex
imaginativement;76439;Adverbe;;;-;;i m a Z i n a t i v @ m a~;morphalou2 dela dicollecte lglex;imaginativement;833817;-;-;-;-;-;;dela dicollecte lglex
immatériellement;76453;Adverbe;;;-;;i m a t e R j E l @ m a~ OU i m a t E/ R j E/ l @ m a~ ;morphalou2 dela dicollecte lglex;immatériellement;836156;-;-;-;-;-;;dela dicollecte lglex
immémoriablement;76459;Adverbe;;;-;;i m e m O R j a b l @ m a~ OU i m E/ m O/ R j a b l @ m a~ ;morphalou2 dela lglex;immémoriablement;941902;-;-;-;-;-;;dela lglex
impairement;76487;Adverbe;;;-;;e~ p E R @ m a~ OU e~ p E/ R @ m a~ ;morphalou2 dela lglex;impairement;941912;-;-;-;-;-;;dela lglex
impalpablement;76488;Adverbe;;;-;;e~ p a l p a b l @ m a~;morphalou2 dela dicollecte lglex;impalpablement;851752;-;-;-;-;-;;dela dicollecte lglex
impardonnablement;76492;Adverbe;;;-;;e~ p a R d O n a b l @ m a~ OU e~ p a R d O/ n a b l @ m a~ ;morphalou2 dela dicollecte lglex;impardonnablement;845156;-;-;-;-;-;;dela dicollecte lglex
impavidement;76501;Adverbe;;;-;;e~ p a v i d @ m a~;morphalou2 dela dicollecte lglex lefff;impavidement;844206;-;-;-;-;-;;dela dicollecte lglex lefff
impénétrablement;76506;Adverbe;;;-;;e~ p e n e t R a b l @ m a~ OU e~ p E/ n E/ t R a b l @ m a~ ;morphalou2 dela dicollecte lglex;impénétrablement;844921;-;-;-;-;-;;dela dicollecte lglex
impensablement;76510;Adverbe;;;-;;e~ p a~ s a b l @ m a~;morphalou2 dela dicollecte lglex;impensablement;871255;-;-;-;-;-;;dela dicollecte lglex
impérissablement;76523;Adverbe;;;-;;e~ p e R i s a b l @ m a~ OU e~ p E/ R i s a b l @ m a~ ;morphalou2 dela lglex;impérissablement;942330;-;-;-;-;-;;dela lglex
imperméablement;76524;Adverbe;;;-;;e~ p E R m e a b l @ m a~ OU e~ p E R m E/ a b l @ m a~ ;morphalou2;imperméablement;1024577;-;-;-;-;-;e~ p E R m e a b l @ m a~ OU e~ p E R m E/ a b l @ m a~ ;
impopulairement;76540;Adverbe;;;-;;e~ p O p y l E R @ m a~ OU e~ p O/ p y l E/ R @ m a~ ;morphalou2 dela lglex;impopulairement;942102;-;-;-;-;-;;dela lglex
impossiblement;76550;Adverbe;;;-;;e~ p O s i b l @ m a~ OU e~ p O/ s i b l @ m a~ ;morphalou2 dela dicollecte lglex;impossiblement;842969;-;-;-;-;-;;dela dicollecte lglex
imprécisément;76553;Adverbe;;;-;;e~ p R e s i z e m a~ OU e~ p R E/ s i z E/ m a~ ;morphalou2 dela dicollecte lglex;imprécisément;843448;-;-;-;-;-;;dela dicollecte lglex
impressivement;76560;Adverbe;;;-;;e~ p R e s i v @ m a~ OU e~ p R E/ s i v @ m a~ ;morphalou2 dela lglex;impressivement;942162;-;-;-;-;-;;dela lglex
imprévisiblement;76562;Adverbe;;;-;;e~ p R e v i z i b l @ m a~ OU e~ p R E/ v i z i b l @ m a~ ;morphalou2 dela dicollecte lglex lefff;imprévisiblement;837158;-;-;-;-;-;;dela dicollecte lglex lefff
improbablement;76568;Adverbe;;;-;;e~ p R O b a b l @ m a~ OU e~ p R O/ b a b l @ m a~ ;morphalou2 dela lglex;improbablement;942183;-;-;-;-;-;;dela lglex
improductivement;76569;Adverbe;;;-;;e~ p R O d y k t i v @ m a~ OU e~ p R O/ d y k t i v @ m a~ ;morphalou2 dela lglex;improductivement;942195;-;-;-;-;-;;dela lglex
impuissamment;76576;Adverbe;;;-;;e~ p H i s a m a~;morphalou2;impuissamment;1024612;-;-;-;-;-;e~ p H i s a m a~;
inadéquatement;76592;Adverbe;;;-;;i n a d e k w a t @ m a~ OU i n a d E/ k w a t @ m a~ ;morphalou2 dela dicollecte lglex;inadéquatement;834515;-;-;-;-;-;;dela dicollecte lglex
inaliénablement;76595;Adverbe;;;-;;i n a l j e n a b l @ m a~ OU i n a l j E/ n a b l @ m a~ ;morphalou2 dela dicollecte lglex;inaliénablement;842124;-;-;-;-;-;;dela dicollecte lglex
inamicalement;76598;Adverbe;;;-;;i n a m i k a l @ m a~;morphalou2 dela lglex;inamicalement;942465;-;-;-;-;-;;dela lglex
inamoviblement;76599;Adverbe;;;-;;i n a m O v i b l @ m a~ OU i n a m O/ v i b l @ m a~ ;morphalou2 dela lglex;inamoviblement;942472;-;-;-;-;-;;dela lglex
inanalysablement;76600;Adverbe;;;-;;i n a n a l i z a b l @ m a~;morphalou2;inanalysablement;1024623;-;-;-;-;-;i n a n a l i z a b l @ m a~;
inappréciablement;76604;Adverbe;;;-;;i n a p R e s j a b l @ m a~ OU i n a p R E/ s j a b l @ m a~ ;morphalou2 dela lglex;inappréciablement;942532;-;-;-;-;-;;dela lglex
inattentivement;76614;Adverbe;;;-;;i n a t a~ t i v @ m a~;morphalou2 dela lglex;inattentivement;942593;-;-;-;-;-;;dela lglex
incalculablement;76618;Adverbe;;;-;;e~ k a l k y l a b l @ m a~;morphalou2 dela lglex;incalculablement;942620;-;-;-;-;-;;dela lglex
incapablement;76620;Adverbe;;;-;;e~ k a p a b l @ m a~;morphalou2 dela lglex;incapablement;942635;-;-;-;-;-;;dela lglex
incertainement;76628;Adverbe;;;-;;e~ s E R t E n @ m a~ OU e~ s E R t E/ n @ m a~ ;morphalou2 dela lglex;incertainement;942678;-;-;-;-;-;;dela lglex
incestueusement;76629;Adverbe;;;-;;e~ s E s t y 2 z @ m a~ OU e~ s E s t y 6 z @ m a~ ;morphalou2 dela dicollecte lglex lefff;incestueusement;842471;-;-;-;-;-;;dela dicollecte lglex lefff
incisivement;76634;Adverbe;;;-;;e~ s i z i v @ m a~;morphalou2 dela lefff;incisivement;942755;-;-;-;-;-;;dela lefff
incivilement;76635;Adverbe;;;-;;e~ s i v i l @ m a~;morphalou2 dela lglex;incivilement;942776;-;-;-;-;-;;dela lglex
inciviquement;76637;Adverbe;;;-;;e~ s i v i k @ m a~;morphalou2 dela lglex;inciviquement;942779;-;-;-;-;-;;dela lglex
incommutablement;76647;Adverbe;;;-;;e~ k O m y t a b l @ m a~ OU e~ k O/ m y t a b l @ m a~ ;morphalou2 dela lglex;incommutablement;942869;-;-;-;-;-;;dela lglex
incompétemment;76648;Adverbe;;;-;;e~ k o~ p e t a m a~ OU e~ k o~ p E/ t a m a~ ;morphalou2 dela lglex;incompétemment;942908;-;-;-;-;-;;dela lglex
inconcevablement;76651;Adverbe;;;-;;e~ k o~ s @ v a b l @ m a~;morphalou2 dela dicollecte lglex lefff;inconcevablement;838210;-;-;-;-;-;;dela dicollecte lglex lefff
inconfortablement;76654;Adverbe;;;-;;e~ k o~ f O R t a b l @ m a~;morphalou2 dela dicollecte lglex lefff;inconfortablement;835574;-;-;-;-;-;;dela dicollecte lglex lefff
inconséquemment;76657;Adverbe;;;-;;e~ k o~ s e k a m a~ OU e~ k o~ s E/ k a m a~ ;morphalou2 dela lglex;inconséquemment;942989;-;-;-;-;-;;dela lglex
inconsolablement;76658;Adverbe;;;-;;e~ k o~ s O l a b l @ m a~ OU e~ k o~ s O/ l a b l @ m a~ ;morphalou2 dela lglex;inconsolablement;942963;-;-;-;-;-;;dela lglex
inconstamment;76660;Adverbe;;;-;;e~ k o~ s t a m a~;morphalou2 dela lglex;inconstamment;942972;-;-;-;-;-;;dela lglex
inconvenablement;76664;Adverbe;;;-;;e~ k o~ v @ n a b l @ m a~;morphalou2 dela lglex;inconvenablement;943017;-;-;-;-;-;;dela lglex
incorporellement;76670;Adverbe;;;-;;e~ k O R p O R E l @ m a~ OU e~ k O R p O/ R E/ l @ m a~ ;morphalou2 dela lglex;incorporellement;943041;-;-;-;-;-;;dela lglex
incrédulement;76672;Adverbe;;;-;;e~ k R e d y l @ m a~ OU e~ k R E/ d y l @ m a~ ;morphalou2 dela lglex;incrédulement;943110;-;-;-;-;-;;dela lglex
indécrottablement;76690;Adverbe;;;-;;e~ d e k R O t a b l @ m a~ OU e~ d E/ k R O/ t a b l @ m a~ ;morphalou2 dela dicollecte lglex;indécrottablement;848417;-;-;-;-;-;;dela dicollecte lglex
indéfinissablement;76692;Adverbe;;;-;;e~ d e f i n i s a b l @ m a~ OU e~ d E/ f i n i s a b l @ m a~ ;morphalou2 dela dicollecte lglex;indéfinissablement;847864;-;-;-;-;-;;dela dicollecte lglex
indémontablement;76700;Adverbe;;;-;;e~ d e m o~ t a b l @ m a~ OU e~ d E/ m o~ t a b l @ m a~ ;morphalou2 dela lglex;indémontablement;943686;-;-;-;-;-;;dela lglex
indéracinablement;76709;Adverbe;;;-;;e~ d e R a s i n a b l @ m a~ OU e~ d E/ R a s i n a b l @ m a~ ;morphalou2 dela lglex;indéracinablement;943750;-;-;-;-;-;;dela lglex
indescriptiblement;76711;Adverbe;;;-;;e~ d E s k R i p t i b l @ m a~;morphalou2 dela lglex;indescriptiblement;943199;-;-;-;-;-;;dela lglex
indésirablement;76713;Adverbe;;;-;;e~ d e z i R a b l @ m a~ OU e~ d E/ z i R a b l @ m a~ ;morphalou2 dela dicollecte lglex;indésirablement;871298;-;-;-;-;-;;dela dicollecte lglex
indéterminément;76715;Adverbe;;;-;;e~ d e t E R m i n e m a~ OU e~ d E/ t E R m i n E/ m a~ ;morphalou2 dela lglex;indéterminément;943784;-;-;-;-;-;;dela lglex
indévotement;76717;Adverbe;;;-;;e~ d e v O t @ m a~ OU e~ d E/ v O/ t @ m a~ ;morphalou2 dela lglex;indévotement;943797;-;-;-;-;-;;dela lglex
indigemment;76733;Adverbe;;;-;;e~ d i Z a m a~;morphalou2 dela lglex;indigemment;943286;-;-;-;-;-;;dela lglex
indigestement;76737;Adverbe;;;-;;e~ d i Z E s t @ m a~;morphalou2 dela lglex;indigestement;943290;-;-;-;-;-;;dela lglex
indiscernablement;76742;Adverbe;;;-;;e~ d i s E R n a b l @ m a~;morphalou2 dela lglex;indiscernablement;943340;-;-;-;-;-;;dela lglex
indissociablement;76743;Adverbe;;;-;;e~ d i s O s j a b l @ m a~ OU e~ d i s O/ s j a b l @ m a~ ;morphalou2 dela dicollecte lglex;indissociablement;823844;-;-;-;-;-;;dela dicollecte lglex
individûment;76750;Adverbe;;;-;;e~ d i v i d y m a~;morphalou2;individûment;1024694;-;-;-;-;-;e~ d i v i d y m a~;
indocilement;76756;Adverbe;;;-;;e~ d O s i l @ m a~ OU e~ d O/ s i l @ m a~ ;morphalou2 dela lglex;indocilement;943418;-;-;-;-;-;;dela lglex
indomptablement;76767;Adverbe;;;-;;e~ d o~ t a b l @ m a~;morphalou2 dela dicollecte lglex;indomptablement;847270;-;-;-;-;-;;dela dicollecte lglex
inductivement;76770;Adverbe;;;-;;e~ d y k t i v @ m a~;morphalou2 dela dicollecte lglex;inductivement;830137;-;-;-;-;-;;dela dicollecte lglex
ineffaçablement;76781;Adverbe;;;-;;i n E f a s a b l @ m a~ OU i n E/ f a s a b l @ m a~ ;morphalou2 dela dicollecte lglex;ineffaçablement;837239;-;-;-;-;-;;dela dicollecte lglex
inefficacement;76783;Adverbe;;;-;;i n E f i k a s @ m a~ OU i n E/ f i k a s @ m a~ ;morphalou2 dela dicollecte lglex lefff;inefficacement;838939;-;-;-;-;-;;dela dicollecte lglex lefff
inégalablement;76784;Adverbe;;;-;;i n e g a l a b l @ m a~ OU i n E/ g a l a b l @ m a~ ;morphalou2 dela lglex;inégalablement;946582;-;-;-;-;-;;dela lglex
inélégamment;76785;Adverbe;;;-;;i n e l e g a m a~ OU i n E/ l E/ g a m a~ ;morphalou2 dela dicollecte lglex;inélégamment;851373;-;-;-;-;-;;dela dicollecte lglex
inénarrablement;76787;Adverbe;;;-;;i n e n a R a b l @ m a~ OU i n E/ n a R a b l @ m a~ ;morphalou2 dela lglex;inénarrablement;946626;-;-;-;-;-;;dela lglex
ineptement;76788;Adverbe;;;-;;i n E p t @ m a~;morphalou2 dela dicollecte lglex;ineptement;845079;-;-;-;-;-;;dela dicollecte lglex
inéquitablement;76789;Adverbe;;;-;;i n e k i t a b l @ m a~ OU i n E/ k i t a b l @ m a~ ;morphalou2 dela lglex lefff;inéquitablement;946641;-;-;-;-;-;;dela lglex lefff
inertement;76791;Adverbe;;;-;;i n E R t @ m a~;morphalou2 dela lglex;inertement;943847;-;-;-;-;-;;dela lglex
inestimablement;76796;Adverbe;;;-;;i n E s t i m a b l @ m a~;morphalou2 dela lglex;inestimablement;943872;-;-;-;-;-;;dela lglex
inexcusablement;76800;Adverbe;;;-;;i n E k s k y z a b l @ m a~;morphalou2 dela lglex;inexcusablement;943883;-;-;-;-;-;;dela lglex
inexpiablement;76805;Adverbe;;;-;;i n E k s p j a b l @ m a~;morphalou2 dela dicollecte lglex;inexpiablement;852147;-;-;-;-;-;;dela dicollecte lglex
inexpugnablement;76809;Adverbe;;;-;;i n E k s p y g n a b l @ m a~;morphalou2 dela lglex;inexpugnablement;943952;-;-;-;-;-;;dela lglex
inextinguiblement;76813;Adverbe;;;-;;i n E k s t e~ g i b l @ m a~;morphalou2 dela lglex;inextinguiblement;943968;-;-;-;-;-;;dela lglex
infantilement;76818;Adverbe;;;-;;e~ f a~ t i l @ m a~;morphalou2 dela lglex;infantilement;944009;-;-;-;-;-;;dela lglex
infectement;76822;Adverbe;;;-;;e~ f E k t @ m a~;morphalou2 dela lglex;infectement;944037;-;-;-;-;-;;dela lglex
infernalement;76825;Adverbe;;;-;;e~ f E R n a l @ m a~;morphalou2 dela dicollecte lglex;infernalement;842553;-;-;-;-;-;;dela dicollecte lglex
infidèlement;76826;Adverbe;;;-;;e~ f i d E l @ m a~ OU e~ f i d E/ l @ m a~ ;morphalou2 dela dicollecte lglex lefff;infidèlement;831727;-;-;-;-;-;;dela dicollecte lglex lefff
infinitésimalement;76836;Adverbe;;;-;;e~ f i n i t e z i m a l @ m a~ OU e~ f i n i t E/ z i m a l @ m a~ ;morphalou2 dela dicollecte lglex;infinitésimalement;844603;-;-;-;-;-;;dela dicollecte lglex
inglorieusement;76920;Adverbe;;;-;;e~ g l O R j 9 z @ m a~ OU e~ g l O/ R j 6 z @ m a~ ;morphalou2 dela lglex;inglorieusement;944370;-;-;-;-;-;;dela lglex
ingratement;76922;Adverbe;;;-;;e~ g R a t @ m a~;morphalou2 dela dicollecte lglex lefff;ingratement;841257;-;-;-;-;-;;dela dicollecte lglex lefff
inguérissablement;76923;Adverbe;;;-;;e~ g e R i s a b l @ m a~ OU e~ g E/ R i s a b l @ m a~ ;morphalou2 dela lglex;inguérissablement;944416;-;-;-;-;-;;dela lglex
inharmonieusement;76925;Adverbe;;;-;;i n a R m O n j 9 z @ m a~ OU i n a R m O/ n j 6 z @ m a~ ;morphalou2 dela lglex;inharmonieusement;944455;-;-;-;-;-;;dela lglex
